Manifest,Origin Lic.,Origin Facility,Origin Facility Type,Dest. Lic.,Destination Facility,Dest. Facility Type,Type,Created,Created by User,Received,Received by User,Package,State,Item,Item Category,Shipper Dollar Amount,Receiver Dollar Amount,Actual Ship'd,UoM,Actual Rcv'd,UoM,Count Ship'd,UoM,Count Rcv'd,UoM,Weight Ship'd,UoM,Weight Rcv'd,UoM
0000560804,404R-00042,MILE HIGH DISTRIBUTING LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,11/10/2015 6:02:31 PM +00:00,Candice Tillery,11/12/2015 2:24:10 AM +00:00,Danielle Donaldson,1A40003126874AA000014210,Accepted,0 - Infused Edible Canyon Cultivation Items,Infused (edible),1159.00,,148.0000,ea,148.0000,ea,148.00000000,ea,148.00000000,ea,0.00000000,lb,0.00000000,lb
0000560884,404R-00038,THE GREENEST GREEN LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,11/10/2015 8:25:56 PM +00:00,Gregory Werther,11/11/2015 4:11:30 AM +00:00,Danielle Donaldson,1A40003126874A6000006359,Accepted,BHO,Concentrate,8000.00,,350.0000,g,350.0000,g,0.00000000,ea,0.00000000,ea,0.77161792,lb,0.77161792,lb
0000560884,404R-00038,THE GREENEST GREEN LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,11/10/2015 8:25:56 PM +00:00,Gregory Werther,11/11/2015 4:11:30 AM +00:00,Danielle Donaldson,1A40003126874A6000006360,Accepted,BHO,Concentrate,0.25,,24.0700,g,24.0700,g,0.00000000,ea,0.00000000,ea,0.05306527,lb,0.05306527,lb
0000561370,404R-00012,MEDICALLY CORRECT LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,11/10/2015 11:39:46 PM +00:00,Jessie Greschler,11/12/2015 2:24:05 AM +00:00,Danielle Donaldson,1A400031268748C000007887,Accepted,Parcel - incredibles bars shipped,Infused (edible),210.00,,20.0000,ea,20.0000,ea,20.00000000,ea,20.00000000,ea,0.00000000,lb,0.00000000,lb
0000563956,404R-00040,KARING KIND LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Transfer,11/12/2015 5:30:59 PM +00:00,Devin Blair,11/12/2015 6:32:05 PM +00:00,Danielle Donaldson,1A40003126874A8000000905,Accepted,250mg Cartridges,Concentrate (Each),,,30.0000,ea,30.0000,ea,30.00000000,ea,30.00000000,ea,0.00000000,lb,0.00000000,lb
0000567938,404R-00114,JKC MANUFACTURING LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,11/17/2015 12:12:17 AM +00:00,Brenda Verghese,,,1A40003126874F2000000390,Shipped,Bottles,Infused (edible),300.00,,30.0000,ea,,,30.00000000,ea,0.00000000,ea,0.00000000,lb,0.00000000,lb
0000568564,404R-00038,THE GREENEST GREEN LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,11/17/2015 7:03:42 PM +00:00,Gregory Werther,11/18/2015 2:29:47 AM +00:00,Danielle Donaldson,1A40003126874A6000006469,Accepted,SHP Karing Kind,Concentrate,8000.00,,350.0000,g,350.0000,g,0.00000000,ea,0.00000000,ea,0.77161792,lb,0.77161792,lb
0000568592,404R-00038,THE GREENEST GREEN LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,11/17/2015 7:36:53 PM +00:00,Gregory Werther,11/18/2015 2:29:41 AM +00:00,Danielle Donaldson,1A40003126874A6000006475,Accepted,BHO,Concentrate,0.07,,6.9500,g,6.9500,g,0.00000000,ea,0.00000000,ea,0.01532213,lb,0.01532213,lb
0000568592,404R-00038,THE GREENEST GREEN LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,11/17/2015 7:36:53 PM +00:00,Gregory Werther,11/18/2015 2:29:41 AM +00:00,Danielle Donaldson,1A40003126874A6000006476,Accepted,BHO,Concentrate,0.21,,21.0000,g,21.0000,g,0.00000000,ea,0.00000000,ea,0.04629708,lb,0.04629708,lb
0000569586,404R-00099,MOUNTAIN HIGH PRODUCTS LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,11/17/2015 11:41:54 PM +00:00,Haley Montano,11/19/2015 2:32:40 AM +00:00,Danielle Donaldson,1A40003126874E3000004687,Accepted,Wana Edibles,Infused (edible),600.20,,62.0000,ea,62.0000,ea,62.00000000,ea,62.00000000,ea,0.00000000,lb,0.00000000,lb
0000570372,404R-00040,KARING KIND LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Transfer,11/18/2015 5:19:49 PM +00:00,Devin Blair,11/18/2015 5:59:08 PM +00:00,Danielle Donaldson,1A40003126874A8000000913,Accepted,0.5g Syringe,Concentrate (Each),,,3.0000,ea,3.0000,ea,3.00000000,ea,3.00000000,ea,0.00000000,lb,0.00000000,lb
0000570372,404R-00040,KARING KIND LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Transfer,11/18/2015 5:19:49 PM +00:00,Devin Blair,11/18/2015 5:59:08 PM +00:00,Danielle Donaldson,1A40003126874A8000000914,Accepted,1.0g Syringe,Concentrate (Each),,,20.0000,ea,20.0000,ea,20.00000000,ea,20.00000000,ea,0.00000000,lb,0.00000000,lb
0000570372,404R-00040,KARING KIND LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Transfer,11/18/2015 5:19:49 PM +00:00,Devin Blair,11/18/2015 5:59:08 PM +00:00,Danielle Donaldson,1A40003126874A8000000916,Accepted,500mg Cartridges,Concentrate (Each),,,66.0000,ea,66.0000,ea,66.00000000,ea,66.00000000,ea,0.00000000,lb,0.00000000,lb
0000570372,404R-00040,KARING KIND LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Transfer,11/18/2015 5:19:49 PM +00:00,Devin Blair,11/18/2015 5:59:08 PM +00:00,Danielle Donaldson,1A40003126874A8000000917,Accepted,250mg Cartridges,Concentrate (Each),,,21.0000,ea,21.0000,ea,21.00000000,ea,21.00000000,ea,0.00000000,lb,0.00000000,lb
0000571606,404R-00010,LEFT BANK LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,11/19/2015 3:43:40 AM +00:00,Amanda Price,11/19/2015 10:39:08 PM +00:00,Danielle Donaldson,1A400031268748A000016593,Accepted,Delivery Package - Edible,Infused (edible),120.00,,12.0000,ea,12.0000,ea,12.00000000,ea,12.00000000,ea,0.00000000,lb,0.00000000,lb
0000571606,404R-00010,LEFT BANK LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,11/19/2015 3:43:40 AM +00:00,Amanda Price,11/19/2015 10:39:08 PM +00:00,Danielle Donaldson,1A400031268748A000016594,Accepted,Delivery Package - Edible,Infused (edible),120.00,,12.0000,ea,12.0000,ea,12.00000000,ea,12.00000000,ea,0.00000000,lb,0.00000000,lb
0000571606,404R-00010,LEFT BANK LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,11/19/2015 3:43:40 AM +00:00,Amanda Price,11/19/2015 10:39:08 PM +00:00,Danielle Donaldson,1A400031268748A000016595,Accepted,Delivery Package - Edible,Infused (edible),120.00,,12.0000,ea,12.0000,ea,12.00000000,ea,12.00000000,ea,0.00000000,lb,0.00000000,lb
0000571606,404R-00010,LEFT BANK LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,11/19/2015 3:43:40 AM +00:00,Amanda Price,11/19/2015 10:39:08 PM +00:00,Danielle Donaldson,1A400031268748A000016596,Accepted,Delivery Package - Edible,Infused (edible),120.00,,12.0000,ea,12.0000,ea,12.00000000,ea,12.00000000,ea,0.00000000,lb,0.00000000,lb
0000571606,404R-00010,LEFT BANK LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,11/19/2015 3:43:40 AM +00:00,Amanda Price,11/19/2015 10:39:08 PM +00:00,Danielle Donaldson,1A400031268748A000016597,Accepted,Delivery Package - Edible,Infused (edible),120.00,,12.0000,ea,12.0000,ea,12.00000000,ea,12.00000000,ea,0.00000000,lb,0.00000000,lb
0000571606,404R-00010,LEFT BANK LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,11/19/2015 3:43:40 AM +00:00,Amanda Price,11/19/2015 10:39:08 PM +00:00,Danielle Donaldson,1A400031268748A000016598,Accepted,Delivery Package - Edible,Infused (edible),324.00,,36.0000,ea,36.0000,ea,36.00000000,ea,36.00000000,ea,0.00000000,lb,0.00000000,lb
0000571606,404R-00010,LEFT BANK LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,11/19/2015 3:43:40 AM +00:00,Amanda Price,11/19/2015 10:39:08 PM +00:00,Danielle Donaldson,1A400031268748A000016599,Accepted,Delivery Package - Edible,Infused (edible),324.00,,36.0000,ea,36.0000,ea,36.00000000,ea,36.00000000,ea,0.00000000,lb,0.00000000,lb
0000571606,404R-00010,LEFT BANK LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,11/19/2015 3:43:40 AM +00:00,Amanda Price,11/19/2015 10:39:08 PM +00:00,Danielle Donaldson,1A400031268748A000016600,Accepted,Delivery Package Non-Edible,Infused (non-edible),120.00,,12.0000,ea,12.0000,ea,12.00000000,ea,12.00000000,ea,0.00000000,lb,0.00000000,lb
0000571606,404R-00010,LEFT BANK LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,11/19/2015 3:43:40 AM +00:00,Amanda Price,11/19/2015 10:39:08 PM +00:00,Danielle Donaldson,1A400031268748A000016601,Accepted,Delivery Package Non-Edible,Infused (non-edible),60.00,,6.0000,ea,6.0000,ea,6.00000000,ea,6.00000000,ea,0.00000000,lb,0.00000000,lb
0000571606,404R-00010,LEFT BANK LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,11/19/2015 3:43:40 AM +00:00,Amanda Price,11/19/2015 10:39:08 PM +00:00,Danielle Donaldson,1A400031268748A000016602,Accepted,Delivery Package Non-Edible,Infused (non-edible),78.00,,6.0000,ea,6.0000,ea,6.00000000,ea,6.00000000,ea,0.00000000,lb,0.00000000,lb
0000572295,404R-00014,DR J's LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,11/19/2015 5:54:58 PM +00:00,Megan Bialas,11/20/2015 1:52:02 AM +00:00,Danielle Donaldson,1A400031268748E000003029,Accepted,Infused Edibles,Infused (edible),540.00,,60.0000,ea,60.0000,ea,60.00000000,ea,60.00000000,ea,0.00000000,lb,0.00000000,lb
0000572295,404R-00014,DR J's LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,11/19/2015 5:54:58 PM +00:00,Megan Bialas,11/20/2015 1:52:02 AM +00:00,Danielle Donaldson,1A400031268748E000003030,Accepted,Infused Edibles,Infused (edible),510.00,,45.0000,ea,45.0000,ea,45.00000000,ea,45.00000000,ea,0.00000000,lb,0.00000000,lb
0000573261,404R-00040,KARING KIND LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Transfer,11/20/2015 1:51:51 AM +00:00,Danielle Donaldson,11/20/2015 1:52:05 AM +00:00,Danielle Donaldson,1A40003126874A8000000924,Accepted,250mg Cartridges,Concentrate (Each),,,30.0000,ea,30.0000,ea,30.00000000,ea,30.00000000,ea,0.00000000,lb,0.00000000,lb
0000573261,404R-00040,KARING KIND LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Transfer,11/20/2015 1:51:51 AM +00:00,Danielle Donaldson,11/20/2015 1:52:05 AM +00:00,Danielle Donaldson,1A40003126874A8000000925,Accepted,500mg Cartridges,Concentrate (Each),,,15.0000,ea,15.0000,ea,15.00000000,ea,15.00000000,ea,0.00000000,lb,0.00000000,lb
0000573261,404R-00040,KARING KIND LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Transfer,11/20/2015 1:51:51 AM +00:00,Danielle Donaldson,11/20/2015 1:52:05 AM +00:00,Danielle Donaldson,1A40003126874A8000000926,Accepted,0.5g Syringe,Concentrate (Each),,,17.0000,ea,17.0000,ea,17.00000000,ea,17.00000000,ea,0.00000000,lb,0.00000000,lb
0000573261,404R-00040,KARING KIND LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Transfer,11/20/2015 1:51:51 AM +00:00,Danielle Donaldson,11/20/2015 1:52:05 AM +00:00,Danielle Donaldson,1A40003126874A8000000927,Accepted,1.0g Syringe,Concentrate (Each),,,55.0000,ea,55.0000,ea,55.00000000,ea,55.00000000,ea,0.00000000,lb,0.00000000,lb
0000573660,404R-00049,JULIE CAMILLE LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,11/20/2015 3:39:45 PM +00:00,Justine Bricknell,11/21/2015 10:37:14 PM +00:00,Danielle Donaldson,1A40003126874B1000005034,Accepted,SGK Edibles,Infused (edible),378.00,,48.0000,ea,48.0000,ea,48.00000000,ea,48.00000000,ea,0.00000000,lb,0.00000000,lb
0000577289,404R-00065,TINCTUREBELLE LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,11/24/2015 4:32:27 PM +00:00,Tamar Tyson,11/25/2015 10:47:57 PM +00:00,Danielle Donaldson,1A40003126874C1000002364,Accepted,Edible,Infused (edible),0.20,,2.0000,ea,2.0000,ea,2.00000000,ea,2.00000000,ea,0.00000000,lb,0.00000000,lb
0000577289,404R-00065,TINCTUREBELLE LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,11/24/2015 4:32:27 PM +00:00,Tamar Tyson,11/25/2015 10:47:57 PM +00:00,Danielle Donaldson,1A40003126874C1000002365,Accepted,Bud Rub,Infused (non-edible),0.10,,1.0000,ea,1.0000,ea,1.00000000,ea,1.00000000,ea,0.00000000,lb,0.00000000,lb
0000577486,404R-00114,JKC MANUFACTURING LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,11/24/2015 5:56:39 PM +00:00,Brenda Verghese,11/24/2015 6:07:19 PM +00:00,Danielle Donaldson,1A40003126874F2000000390,Accepted,Bottles,Infused (edible),300.00,,30.0000,ea,30.0000,ea,30.00000000,ea,30.00000000,ea,0.00000000,lb,0.00000000,lb
0000577557,404R-00038,THE GREENEST GREEN LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,11/24/2015 6:08:29 PM +00:00,Gregory Werther,11/25/2015 2:40:25 AM +00:00,Danielle Donaldson,1A40003126874A6000006574,Accepted,BHO,Concentrate,2.00,,19.7300,g,19.7300,g,0.00000000,ea,0.00000000,ea,0.04349720,lb,0.04349720,lb
0000577557,404R-00038,THE GREENEST GREEN LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,11/24/2015 6:08:29 PM +00:00,Gregory Werther,11/25/2015 2:40:25 AM +00:00,Danielle Donaldson,1A40003126874A6000006575,Accepted,BHO,Concentrate,2.50,,25.0000,g,25.0000,g,0.00000000,ea,0.00000000,ea,0.05511557,lb,0.05511557,lb
0000577557,404R-00038,THE GREENEST GREEN LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,11/24/2015 6:08:29 PM +00:00,Gregory Werther,11/25/2015 2:40:25 AM +00:00,Danielle Donaldson,1A40003126874A6000006576,Accepted,SHP Karing Kind,Concentrate,7700.00,,350.0000,g,350.0000,g,0.00000000,ea,0.00000000,ea,0.77161792,lb,0.77161792,lb
0000577613,404R-00014,DR J's LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,11/24/2015 6:19:35 PM +00:00,Megan Bialas,11/26/2015 4:00:33 AM +00:00,Danielle Donaldson,1A400031268748E000003042,Accepted,Infused Edibles,Infused (edible),540.00,,60.0000,ea,60.0000,ea,60.00000000,ea,60.00000000,ea,0.00000000,lb,0.00000000,lb
0000578656,404R-00047,CC BRANDS LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,11/25/2015 12:16:19 AM +00:00,Ann McFarland,11/25/2015 10:48:09 PM +00:00,Danielle Donaldson,1A40003126874AF000001430,Accepted,Cheeba - Edible,Infused (edible),850.00,,100.0000,ea,100.0000,ea,100.00000000,ea,100.00000000,ea,0.00000000,lb,0.00000000,lb
0000583557,404R-00038,THE GREENEST GREEN LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,12/1/2015 4:50:33 PM +00:00,Gregory Werther,12/1/2015 7:00:52 PM +00:00,Danielle Donaldson,1A40003126874A6000006621,Accepted,SHP Karing Kind,Concentrate,5472.00,,228.0000,g,228.0000,g,0.00000000,ea,0.00000000,ea,0.50265396,lb,0.50265396,lb
0000583557,404R-00038,THE GREENEST GREEN LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,12/1/2015 4:50:33 PM +00:00,Gregory Werther,12/1/2015 7:00:52 PM +00:00,Danielle Donaldson,1A40003126874A6000006622,Accepted,SHP Karing Kind,Concentrate,2528.00,,122.0000,g,122.0000,g,0.00000000,ea,0.00000000,ea,0.26896396,lb,0.26896396,lb
0000583557,404R-00038,THE GREENEST GREEN LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,12/1/2015 4:50:33 PM +00:00,Gregory Werther,12/1/2015 7:00:52 PM +00:00,Danielle Donaldson,1A40003126874A6000006623,Accepted,BHO,Concentrate,2.80,,27.9800,g,27.9800,g,0.00000000,ea,0.00000000,ea,0.06168534,lb,0.06168534,lb
0000587107,404R-00099,MOUNTAIN HIGH PRODUCTS LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,12/3/2015 9:28:48 PM +00:00,Haley Montano,12/5/2015 2:58:46 AM +00:00,Danielle Donaldson,1A40003126874E3000004496,Accepted,Wana Edibles,Infused (edible),627.50,,70.0000,ea,70.0000,ea,70.00000000,ea,70.00000000,ea,0.00000000,lb,0.00000000,lb
0000589211,404R-00040,KARING KIND LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Transfer,12/5/2015 9:12:14 PM +00:00,Devin Blair,12/5/2015 9:12:26 PM +00:00,Danielle Donaldson,1A40003126874A8000000848,Accepted,250mg Cartridges,Concentrate (Each),,,12.0000,ea,12.0000,ea,12.00000000,ea,12.00000000,ea,0.00000000,lb,0.00000000,lb
0000591432,404R-00038,THE GREENEST GREEN LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,12/8/2015 5:19:20 PM +00:00,Gregory Werther,12/9/2015 1:31:51 AM +00:00,Danielle Donaldson,1A40003126874A6000006748,Accepted,SHP Karing Kind,Concentrate,1620.00,,54.0000,g,54.0000,g,0.00000000,ea,0.00000000,ea,0.11904962,lb,0.11904962,lb
0000591432,404R-00038,THE GREENEST GREEN LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,12/8/2015 5:19:20 PM +00:00,Gregory Werther,12/9/2015 1:31:51 AM +00:00,Danielle Donaldson,1A40003126874A6000006749,Accepted,SHP Karing Kind,Concentrate,4000.00,,175.0000,g,175.0000,g,0.00000000,ea,0.00000000,ea,0.38580896,lb,0.38580896,lb
0000591432,404R-00038,THE GREENEST GREEN LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,12/8/2015 5:19:20 PM +00:00,Gregory Werther,12/9/2015 1:31:51 AM +00:00,Danielle Donaldson,1A40003126874A6000006750,Accepted,SHP Karing Kind,Concentrate,4000.00,,175.0000,g,175.0000,g,0.00000000,ea,0.00000000,ea,0.38580896,lb,0.38580896,lb
0000591449,404R-00038,THE GREENEST GREEN LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,12/8/2015 5:38:59 PM +00:00,Gregory Werther,12/9/2015 1:31:38 AM +00:00,Danielle Donaldson,1A40003126874A6000006751,Accepted,BHO,Concentrate,2.80,,27.8000,g,27.8000,g,0.00000000,ea,0.00000000,ea,0.06128851,lb,0.06128851,lb
0000592617,404R-00152,SWEET LEAF PRODUCTIONS LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,12/9/2015 1:23:00 AM +00:00,Benjamin Steenblik,12/9/2015 1:31:26 AM +00:00,Danielle Donaldson,1A4000312687518000000126,Accepted,7Sacred Sampler,Infused (edible),0.03,,3.0000,ea,3.0000,ea,3.00000000,ea,3.00000000,ea,0.00000000,lb,0.00000000,lb
0000593155,404R-00175,DENVER PACKAGING COMPANY,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,12/9/2015 5:19:57 PM +00:00,Kyle Wieser,12/11/2015 2:32:42 AM +00:00,Danielle Donaldson,1A400031268752F000001693,Accepted,Mixed Case (Drinks),Infused (edible),72.00,,24.0000,ea,24.0000,ea,24.00000000,ea,24.00000000,ea,0.00000000,lb,0.00000000,lb
0000593155,404R-00175,DENVER PACKAGING COMPANY,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,12/9/2015 5:19:57 PM +00:00,Kyle Wieser,12/11/2015 2:32:42 AM +00:00,Danielle Donaldson,1A400031268752F000001694,Accepted,Mixed Case (Drinks),Infused (edible),0.03,,3.0000,ea,3.0000,ea,3.00000000,ea,3.00000000,ea,0.00000000,lb,0.00000000,lb
0000593155,404R-00175,DENVER PACKAGING COMPANY,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,12/9/2015 5:19:57 PM +00:00,Kyle Wieser,12/11/2015 2:32:42 AM +00:00,Danielle Donaldson,1A400031268752F000001695,Accepted,Mixed Case (Drinks),Infused (edible),0.03,,3.0000,ea,3.0000,ea,3.00000000,ea,3.00000000,ea,0.00000000,lb,0.00000000,lb
0000593155,404R-00175,DENVER PACKAGING COMPANY,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,12/9/2015 5:19:57 PM +00:00,Kyle Wieser,12/11/2015 2:32:42 AM +00:00,Danielle Donaldson,1A400031268752F000001696,Accepted,Mixed Case (Drinks),Infused (edible),72.00,,24.0000,ea,24.0000,ea,24.00000000,ea,24.00000000,ea,0.00000000,lb,0.00000000,lb
0000593155,404R-00175,DENVER PACKAGING COMPANY,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,12/9/2015 5:19:57 PM +00:00,Kyle Wieser,12/11/2015 2:32:42 AM +00:00,Danielle Donaldson,1A400031268752F000001697,Accepted,Mixed Case (Drinks),Infused (edible),72.00,,24.0000,ea,24.0000,ea,24.00000000,ea,24.00000000,ea,0.00000000,lb,0.00000000,lb
0000593404,404R-00038,THE GREENEST GREEN LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,12/9/2015 7:10:54 PM +00:00,Gregory Werther,12/11/2015 2:32:23 AM +00:00,Danielle Donaldson,1A40003126874A6000006773,Accepted,BHO,Concentrate,0.60,,6.0000,g,6.0000,g,0.00000000,ea,0.00000000,ea,0.01322774,lb,0.01322774,lb
0000593404,404R-00038,THE GREENEST GREEN LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,12/9/2015 7:10:54 PM +00:00,Gregory Werther,12/11/2015 2:32:23 AM +00:00,Danielle Donaldson,1A40003126874A6000006774,Accepted,BHO,Concentrate,0.60,,6.0000,g,6.0000,g,0.00000000,ea,0.00000000,ea,0.01322774,lb,0.01322774,lb
0000596555,404R-00038,THE GREENEST GREEN LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,12/11/2015 7:51:07 PM +00:00,Gregory Werther,12/12/2015 3:07:49 AM +00:00,Danielle Donaldson,1A40003126874A6000006784,Accepted,BHO,Concentrate,0.60,,6.0000,g,6.0000,g,0.00000000,ea,0.00000000,ea,0.01322774,lb,0.01322774,lb
0000598375,404R-00099,MOUNTAIN HIGH PRODUCTS LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,12/14/2015 10:39:47 PM +00:00,Haley Montano,12/16/2015 2:24:52 AM +00:00,Danielle Donaldson,1A40003126874E3000004295,Accepted,Wana Edibles,Infused (edible),800.00,,80.0000,ea,80.0000,ea,80.00000000,ea,80.00000000,ea,0.00000000,lb,0.00000000,lb
0000599166,404R-00042,MILE HIGH DISTRIBUTING LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,12/15/2015 6:12:55 PM +00:00,Candice Tillery,12/18/2015 12:23:03 AM +00:00,Danielle Donaldson,1A40003126874AA000011689,Accepted,0 - Infused Edible Canyon Cultivation Items,Infused (edible),1329.75,,135.0000,ea,135.0000,ea,135.00000000,ea,135.00000000,ea,0.00000000,lb,0.00000000,lb
0000599309,404R-00038,THE GREENEST GREEN LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,12/15/2015 7:03:22 PM +00:00,Gregory Werther,12/16/2015 2:25:06 AM +00:00,Danielle Donaldson,1A40003126874A6000006854,Accepted,SHP Karing Kind,Concentrate,4296.00,,179.0000,g,179.0000,g,0.00000000,ea,0.00000000,ea,0.39462745,lb,0.39462745,lb
0000599309,404R-00038,THE GREENEST GREEN LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,12/15/2015 7:03:22 PM +00:00,Gregory Werther,12/16/2015 2:25:06 AM +00:00,Danielle Donaldson,1A40003126874A6000006855,Accepted,SHP Karing Kind,Concentrate,3704.00,,171.0000,g,171.0000,g,0.00000000,ea,0.00000000,ea,0.37699047,lb,0.37699047,lb
0000599309,404R-00038,THE GREENEST GREEN LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,12/15/2015 7:03:22 PM +00:00,Gregory Werther,12/16/2015 2:25:06 AM +00:00,Danielle Donaldson,1A40003126874A6000006856,Accepted,SHP Karing Kind,Concentrate,2.80,,27.2600,g,27.2600,g,0.00000000,ea,0.00000000,ea,0.06009801,lb,0.06009801,lb
0000600260,404R-00014,DR J's LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Wholesale,12/16/2015 5:25:36 PM +00:00,Megan Bialas,12/18/2015 12:22:57 AM +00:00,Danielle Donaldson,1A400031268748E000003117,Accepted,80 mg StarBarz,Infused (edible),540.00,,60.0000,ea,60.0000,ea,60.00000000,ea,60.00000000,ea,0.00000000,lb,0.00000000,lb
0000601061,404R-00040,KARING KIND LLC,Retail MIP,402R-00176,KARING KIND LLC,Retail Store,Transfer,12/16/2015 10:51:27 PM +00:00,Devin Blair,12/17/2015 11:16:30 PM +00:00,Danielle Donaldson,1A40003126874A8000001026,Accepted,0.5g Syringe,Concentrate (Each),,,150.0000,ea,150.0000,ea,150.00000000,ea,150.00000000,ea,0.00000000,lb,0.00000000,lb
