"ITEM_NO","DESCR","DESCR_UPR","LONG_DESCR","LONG_DESCR_UPR","SHORT_DESCR","ADDL_DESCR_1","ADDL_DESCR_2","ADDL_DESCR_3","ITEM_TYP","CATEG_COD","SUBCAT_COD","ACCT_COD","LBL_COD","ATTR_COD_1","ATTR_COD_2","ATTR_COD_3","ATTR_COD_4","ATTR_COD_5","ATTR_COD_6","TRK_METH","STAT","STAT_DAT","IS_TXBL","TAX_CATEG_COD","QTY_DECS","PRC_DECS","STK_UNIT","ITEM_VEND_NO","WEIGHT","TARE_COD","CUBE","IS_WEIGHED","ALT_1_UNIT","ALT_1_NUMER","ALT_1_DENOM","ALT_1_WEIGHT","ALT_1_CUBE","ALT_1_PRC_1","ALT_2_UNIT","ALT_2_NUMER","ALT_2_DENOM","ALT_2_WEIGHT","ALT_2_CUBE","ALT_2_PRC_1","ALT_3_UNIT","ALT_3_NUMER","ALT_3_DENOM","ALT_3_WEIGHT","ALT_3_CUBE","ALT_3_PRC_1","ALT_4_UNIT","ALT_4_NUMER","ALT_4_DENOM","ALT_4_WEIGHT","ALT_4_CUBE","ALT_4_PRC_1","ALT_5_UNIT","ALT_5_NUMER","ALT_5_DENOM","ALT_5_WEIGHT","ALT_5_CUBE","ALT_5_PRC_1","PREF_UNIT","PROMPT_FOR_PRC","PROMPT_FOR_COST","PROMPT_FOR_DESCR","WARR_PRD_1","WARR_UNIT_1","WARR_PRD_2","WARR_UNIT_2","SER_NO_REQ_FOR_SAL","SER_PROMPT_COD_1","SER_PROMPT_COD_2","SER_PROMPT_COD_3","PROF_ALPHA_1","PROF_ALPHA_2","PROF_ALPHA_3","PROF_ALPHA_4","PROF_ALPHA_5","PROF_COD_1","PROF_COD_2","PROF_COD_3","PROF_COD_4","PROF_COD_5","PROF_DAT_1","PROF_DAT_2","PROF_DAT_3","PROF_DAT_4","PROF_DAT_5","PROF_NO_1","PROF_NO_2","PROF_NO_3","PROF_NO_4","PROF_NO_5","GRID_DIM_1_TAG","GRID_DIM_2_TAG","GRID_DIM_3_TAG","GRID_DIM_1_TAG_UPR","GRID_DIM_2_TAG_UPR","GRID_DIM_3_TAG_UPR","GRID_ENT_1","GRID_ENT_2","GRID_ENT_3","CELL_BARCOD_PRE","NXT_CELL_BARCOD_NO","PRC_1","BARCOD","PS_PROMPT_COD_1","PS_PROMPT_COD_2","PS_PROMPT_COD_3","IS_ECOMM_ITEM","ECOMM_LST_PUB_DT","ECOMM_LST_PUB_STAT","ECOMM_ON_SPECL_UNTIL","ECOMM_IMG_FILE","ECOMM_TXBL_1","ECOMM_TXBL_2","ECOMM_TXBL_3","URL","ECOMM_NEW","ECOMM_NEW_UNTIL","ECOMM_ON_SPECL","ECOMM_CHRG_FRT","ECOMM_FRT_AMT","VEND_ITEM_NO","LST_COST","DFLT_COST_OF_SLS_PCT","REG_PRC","ALT_1_REG_PRC","ALT_2_REG_PRC","ALT_3_REG_PRC","ALT_4_REG_PRC","ALT_5_REG_PRC","ITEM_IS_MISC","CATEG_SUBCAT","PREF_UNIT_NAM","LST_RECV_DAT","PREF_UNIT_NUMER","PREF_UNIT_DENOM","ECOMM_ITEM_IS_DISCNTBL","IS_FOOD_STMP_ITEM","PROMPT_FOR_UNIT","PROMPT_FOR_CUSTOM_FLDS","MIX_MATCH_COD","PREF_UNIT_WEIGHT","PREF_UNIT_CUBE","PREF_UNIT_REG_PRC","PREF_UNIT_PRC_1","IS_ADM_TKT","DIM_COUNT","DIM_COD","DIM_COD_LABEL","IS_BOM_PAR","IS_KIT_PAR","COPY_FROM_ITEM_NO","BARCOD_3_OF_9","PS_LIN_CUST_FLD_FRM_ID","IS_DISCNTBL","ECOMM_DISC_ON_SAL","ECOMM_LST_CHNG_UTC_DT","ECOMM_NXT_PUB_TYP","ECOMM_PUB_STAT","RS_UTC_DT","RS_STAT","LST_MAINT_DT","LST_MAINT_USR_ID","LST_LCK_DT","ROW_TS"
"I-0201900","Highly Edibles CBD Cherry","HIGHLY EDIBLES CBD CHERRY","Highly Edibles CBD Cherry","HIGHLY EDIBLES CBD CHERRY","Highly Edibles","","","","I","CANNIBIS","EDIBLES","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,2,"EACH","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","YES","","","","","","","","","",0.002,,,,,"","","","","","",,,,"",,40,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",17.5,,,,,,,,"N","CANNIBIS/EDIBLES","EACH","11/4/2017 12:00:00.000 AM",1,1,"Y","N","N","N","",,,,40,"N",0,"","","N","N","","",,"Y","Y","","",,"11/4/2017 03:51:51.390 PM",0,"9/23/2017 02:38:41.000 PM","MAX","","0x00000000002EEB71"
"I-0201901","clockwork Coffee CBD","CLOCKWORK COFFEE CBD","clockwork Coffee CBD","CLOCKWORK COFFEE CBD","clockwork Coffe","","","","I","CANNIBIS","EDIBLES","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,2,"EACH","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","YES","","","","","","","","","",0.08,,,,,"","","","","","",,,,"",,30,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",12.5,,,,,,,,"N","CANNIBIS/EDIBLES","EACH","9/23/2017 12:00:00.000 AM",1,1,"Y","N","N","N","",,,,30,"N",0,"","","N","N","","",,"Y","Y","","",,"9/23/2017 09:24:51.940 PM",0,"9/23/2017 03:17:29.000 PM","MAX","","0x00000000002AEC92"
"I-0201902","Clockwork Coffee","CLOCKWORK COFFEE","clockwork Coffee","CLOCKWORK COFFEE","clockwork Coffe","","","","I","CANNIBIS","EDIBLES","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,2,"EACH","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","YES","","","","","","","","","",0.08,,,,,"","","","","","",,,,"",,30,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",12.5,,,,,,,,"N","CANNIBIS/EDIBLES","EACH","9/23/2017 12:00:00.000 AM",1,1,"Y","N","N","N","",,,,30,"N",0,"","","N","N","","",,"Y","Y","","",,"9/23/2017 09:24:51.843 PM",0,"9/23/2017 03:18:19.000 PM","MAX","","0x00000000002AEC93"
"I-0201903","Primus 7g","PRIMUS 7G","Primus 7g","PRIMUS 7G","Primus 7g","","","","I","CANNIBIS","FLOWER","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,4,"1/4th","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","YES","","","","","","","","","",7,7.1,,,,"","","","","","",,,,"",,110,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",23.44,,,,,,,,"N","CANNIBIS/FLOWER","1/4th","9/25/2017 12:00:00.000 AM",1,1,"Y","N","N","N","GRAMS",,,,110,"N",0,"","","N","N","","",,"Y","Y","","",,"9/25/2017 04:23:00.880 PM",0,"9/25/2017 10:16:52.000 AM","RACHEL","","0x00000000002B188E"
"I-0201904","Primus 3.5g","PRIMUS 3.5G","Primus 3.5g","PRIMUS 3.5G","Primus 3.5g","","","","I","CANNIBIS","FLOWER","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,4,"1/8th","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","YES","","","","","","","","","",3.6,3.5,,,,"","","","","","",,,,"",,60,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",11.72,,,,,,,,"N","CANNIBIS/FLOWER","1/8th","9/25/2017 12:00:00.000 AM",1,1,"Y","N","N","N","GRAMS",,,,60,"N",0,"","","N","N","","",,"Y","Y","","",,"9/25/2017 04:23:00.907 PM",0,"9/25/2017 10:17:31.000 AM","RACHEL","","0x00000000002B188F"
"I-0201905","Primus 1g","PRIMUS 1G","Primus 1g","PRIMUS 1G","Primus 1g","","","","I","CANNIBIS","FLOWER","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,4,"GRAM","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","YES","","","","","","","","","",1.05,1,,,,"","","","","","",,,,"",,20,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",3.35,,,,,,,,"N","CANNIBIS/FLOWER","GRAM","9/25/2017 12:00:00.000 AM",1,1,"Y","N","N","N","GRAMS",,,,20,"N",0,"","","N","N","","",,"Y","Y","","",,"9/25/2017 04:23:00.957 PM",0,"9/25/2017 10:18:14.000 AM","RACHEL","","0x00000000002B1890"
"I-0201906","Pre-Roll Orange Ghost flower","PRE-ROLL ORANGE GHOST FLOWER","Pre-Roll Orange Ghost flower","PRE-ROLL ORANGE GHOST FLOWER","Pre-Roll Orange","","","","I","CANNIBIS","PRE-ROLL","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,4,"GRAM","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","YES","","","","","","","","","",1,1.05,,,,"","","","","","",,,,"",,10,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",3.5,,,,,,,,"N","CANNIBIS/PRE-ROLL","GRAM","9/25/2017 12:00:00.000 AM",1,1,"Y","N","N","N","",,,,10,"N",0,"","","N","N","","",,"Y","Y","","",,"9/25/2017 05:43:01.617 PM",0,"9/25/2017 11:34:48.000 AM","MAX","","0x00000000002B1982"
"I-0201907","TR Concentrates Peggy Sue","TR CONCENTRATES PEGGY SUE","TR Concentrates Peggy Sue","TR CONCENTRATES PEGGY SUE","TR Concentrates","","","","I","CANNIBIS","CONC","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,2,"GRAM","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","YES","","","","","","","","","",1,,,,,"","","","","","",,,,"",,40,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",13,,,,,,,,"N","CANNIBIS/CONC","GRAM","9/25/2017 12:00:00.000 AM",1,1,"Y","N","N","N","",,,,40,"N",0,"","","N","N","","",,"Y","Y","","",,"9/25/2017 11:19:22.513 PM",0,"9/25/2017 05:11:37.000 PM","RACHEL","","0x00000000002B1EA9"
"I-0201908","TR Concentrates Horus","TR CONCENTRATES HORUS","TR Concentrates Horus","TR CONCENTRATES HORUS","TR Concentrates","","","","I","CANNIBIS","CONC","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,2,"GRAM","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","YES","","","","","","","","","",1,,,,,"","","","","","",,,,"",,40,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",13,,,,,,,,"N","CANNIBIS/CONC","GRAM","11/4/2017 12:00:00.000 AM",1,1,"Y","N","N","N","",,,,40,"N",0,"","","N","N","","",,"Y","Y","","",,"11/4/2017 05:54:09.830 PM",0,"9/25/2017 05:12:07.000 PM","RACHEL","","0x00000000002EEDEB"
"I-0201909","TR Concentrates Platte River","TR CONCENTRATES PLATTE RIVER","TR Concentrates Platte River Kush","TR CONCENTRATES PLATTE RIVER KUSH","TR Concentrates","","","","I","CANNIBIS","CONC","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,2,"GRAM","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","YES","","","","","","","","","",1,,,,,"","","","","","",,,,"",,40,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",13,,,,,,,,"N","CANNIBIS/CONC","GRAM","9/25/2017 12:00:00.000 AM",1,1,"Y","N","N","N","",,,,40,"N",0,"","","N","N","","",,"Y","Y","","",,"9/25/2017 11:23:08.077 PM",0,"9/25/2017 05:12:58.000 PM","RACHEL","","0x00000000002B1F3D"
"I-0201910","TR Concentrates Double Domino","TR CONCENTRATES DOUBLE DOMINO","TR Concentrates Double Domino","TR CONCENTRATES DOUBLE DOMINO","TR Concentrates","","","","I","CANNIBIS","CONC","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,2,"GRAM","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","YES","","","","","","","","","",1,,,,,"","","","","","",,,,"",,40,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",13,,,,,,,,"N","CANNIBIS/CONC","GRAM","9/25/2017 12:00:00.000 AM",1,1,"Y","N","N","N","",,,,40,"N",0,"","","N","N","","",,"Y","Y","","",,"9/25/2017 11:23:08.240 PM",0,"9/25/2017 05:13:33.000 PM","RACHEL","","0x00000000002B1F3E"
"I-0201911","TR Concentrates Silver Sunset","TR CONCENTRATES SILVER SUNSET","TR Concentrates Silver Sunset","TR CONCENTRATES SILVER SUNSET","TR Concentrates","","","","I","CANNIBIS","CONC","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,2,"GRAM","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","YES","","","","","","","","","",1,,,,,"","","","","","",,,,"",,40,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",13,,,,,,,,"N","CANNIBIS/CONC","GRAM","9/25/2017 12:00:00.000 AM",1,1,"Y","N","N","N","",,,,40,"N",0,"","","N","N","","",,"Y","Y","","",,"9/25/2017 11:19:22.437 PM",0,"9/25/2017 05:14:07.000 PM","RACHEL","","0x00000000002B1EAD"
"I-0201912","TR Concentrates Peggy White","TR CONCENTRATES PEGGY WHITE","TR Concentrates Peggy White","TR CONCENTRATES PEGGY WHITE","TR Concentrates","","","","I","CANNIBIS","CONC","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,2,"GRAM","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","YES","","","","","","","","","",1,,,,,"","","","","","",,,,"",,40,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",13,,,,,,,,"N","CANNIBIS/CONC","GRAM","10/14/2017 12:00:00.000 AM",1,1,"Y","N","N","N","",,,,40,"N",0,"","","N","N","","",,"Y","Y","","",,"10/14/2017 03:15:26.923 PM",0,"9/25/2017 05:14:55.000 PM","RACHEL","","0x00000000002D01E3"
"I-0201913","TR Concentrates Red Headed Str","TR CONCENTRATES RED HEADED STR","TR Concentrates Red Headed Stranger","TR CONCENTRATES RED HEADED STRANGER","TR Concentrates","","","","I","CANNIBIS","CONC","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,2,"GRAM","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","YES","","","","","","","","","",1,,,,,"","","","","","",,,,"",,40,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",13,,,,,,,,"N","CANNIBIS/CONC","GRAM","9/25/2017 12:00:00.000 AM",1,1,"Y","N","N","N","",,,,40,"N",0,"","","N","N","","",,"Y","Y","","",,"9/25/2017 11:19:22.580 PM",0,"9/25/2017 05:16:04.000 PM","RACHEL","","0x00000000002B1EAF"
"I-0201914","PAX Pods Lucky Charms","PAX PODS LUCKY CHARMS","PAX Pods Lucky Charms","PAX PODS LUCKY CHARMS","PAX Pods Lucky","","","","I","CANNIBIS","CONC","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,2,"EACH","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","YES","","","","","","","","","",0.5,,,,,"","","","","","",,,,"",,70,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",30,,,,,,,,"N","CANNIBIS/CONC","EACH","9/29/2017 12:00:00.000 AM",1,1,"Y","N","N","N","",,,,70,"N",0,"","","N","N","","",,"Y","Y","","",,"9/29/2017 10:26:42.343 PM",0,"9/29/2017 04:07:33.000 PM","MAX","","0x00000000002B820F"
"I-0201915","PAX Pods Distillate Creamsicle","PAX PODS DISTILLATE CREAMSICLE","PAX Pods Distillate Creamsicle","PAX PODS DISTILLATE CREAMSICLE","PAX Pods Distil","","","","I","CANNIBIS","CONC","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,2,"EACH","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","YES","","","","","","","","","",0.5,,,,,"","","","","","",,,,"",,70,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",30,,,,,,,,"N","CANNIBIS/CONC","EACH","9/29/2017 12:00:00.000 AM",1,1,"Y","N","N","N","",,,,70,"N",0,"","","N","N","","",,"Y","Y","","",,"9/29/2017 10:26:42.520 PM",0,"9/29/2017 04:13:39.000 PM","MAX","","0x00000000002B8210"
"I-0201916","PAX Pods Maui","PAX PODS MAUI","PAX Pods Maui","PAX PODS MAUI","PAX Pods Maui","","","","I","CANNIBIS","CONC","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,2,"EACH","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","YES","","","","","","","","","",0.5,,,,,"","","","","","",,,,"",,70,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",30,,,,,,,,"N","CANNIBIS/CONC","EACH","9/29/2017 12:00:00.000 AM",1,1,"Y","N","N","N","",,,,70,"N",0,"","","N","N","","",,"Y","Y","","",,"9/29/2017 10:26:42.613 PM",0,"9/29/2017 04:16:02.000 PM","MAX","","0x00000000002B8211"
"I-0201917","PAX Pods Budder CBD","PAX PODS BUDDER CBD","PAX Pods Budder CBD","PAX PODS BUDDER CBD","PAX Pods Budder","","","","I","CANNIBIS","CONC","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,2,"EACH","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","YES","","","","","","","","","",0.5,,,,,"","","","","","",,,,"",,60,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",22.5,,,,,,,,"N","CANNIBIS/CONC","EACH","9/29/2017 12:00:00.000 AM",1,1,"Y","N","N","N","",,,,60,"N",0,"","","N","N","","",,"Y","Y","","",,"9/29/2017 10:26:43.320 PM",0,"9/29/2017 04:22:25.000 PM","MAX","","0x00000000002B8212"
"I-0201918","Wonderleaf Wax 24K","WONDERLEAF WAX 24K","Wonderleaf Wax 24K","WONDERLEAF WAX 24K","Wonderleaf Wax","","","","I","CANNIBIS","CONC","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,2,"EACH","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","YES","","","","","","","","","",1,,,,,"","","","","","",,,,"",,60,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",23,,,,,,,,"N","CANNIBIS/CONC","EACH","9/29/2017 12:00:00.000 AM",1,1,"Y","N","N","N","",,,,60,"N",0,"","","N","N","","",,"Y","Y","","",,"9/29/2017 11:24:42.413 PM",0,"9/29/2017 04:43:42.000 PM","MAX","","0x00000000002B84DC"
"I-0201919","Wonderleaf Wax  Lucinda 1g","WONDERLEAF WAX  LUCINDA 1G","Wonderleaf Wax  Lucinda 1g","WONDERLEAF WAX  LUCINDA 1G","Wonderleaf Wax","","","","I","CANNIBIS","CONC","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,2,"EACH","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","YES","","","","","","","","","",1,,,,,"","","","","","",,,,"",,60,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",23,,,,,,,,"N","CANNIBIS/CONC","EACH","9/29/2017 12:00:00.000 AM",1,1,"Y","N","N","N","",,,,60,"N",0,"","","N","N","","",,"Y","Y","","",,"9/29/2017 11:24:42.497 PM",0,"9/29/2017 04:49:59.000 PM","MAX","","0x00000000002B84DD"
"I-0201920","Wonderleaf 500mg Good Med","WONDERLEAF 500MG GOOD MED","Wonderleaf 500mg Good Med","WONDERLEAF 500MG GOOD MED","Wonderleaf 500m","","","","I","CANNIBIS","CONC","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,2,"EACH","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","YES","","","","","","","","","",0.5,,,,,"","","","","","",,,,"",,75,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",25,,,,,,,,"N","CANNIBIS/CONC","EACH","9/29/2017 12:00:00.000 AM",1,1,"Y","N","N","N","",,,,75,"N",0,"","","N","N","","",,"Y","Y","","",,"9/29/2017 11:24:42.650 PM",0,"9/29/2017 04:53:49.000 PM","MAX","","0x00000000002B84DE"
"I-0201921","Wonderleaf 250mg Good Med","WONDERLEAF 250MG GOOD MED","Wonderleaf 250mg Good Med","WONDERLEAF 250MG GOOD MED","Wonderleaf 250m","","","","I","CANNIBIS","CONC","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,2,"EACH","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","YES","","","","","","","","","",0.25,,,,,"","","","","","",,,,"",,45,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",15,,,,,,,,"N","CANNIBIS/CONC","EACH","9/29/2017 12:00:00.000 AM",1,1,"Y","N","N","N","",,,,45,"N",0,"","","N","N","","",,"Y","Y","","",,"9/29/2017 11:24:42.920 PM",0,"9/29/2017 04:54:25.000 PM","MAX","","0x00000000002B84DF"
"I-0201922","Wonderleaf 250mg Blue Dragon","WONDERLEAF 250MG BLUE DRAGON","Wonderleaf 250mg Blue Dragon","WONDERLEAF 250MG BLUE DRAGON","Wonderleaf 250m","","","","I","CANNIBIS","CONC","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,2,"EACH","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","YES","","","","","","","","","",0.25,,,,,"","","","","","",,,,"",,45,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",15,,,,,,,,"N","CANNIBIS/CONC","EACH","9/29/2017 12:00:00.000 AM",1,1,"Y","N","N","N","",,,,45,"N",0,"","","N","N","","",,"Y","Y","","",,"9/29/2017 11:24:42.830 PM",0,"9/29/2017 04:55:53.000 PM","MAX","","0x00000000002B84E0"
"I-0201923","Wonderleaf 1g Tres Star","WONDERLEAF 1G TRES STAR","Wonderleaf  1g Tres Star","WONDERLEAF  1G TRES STAR","Wonderleaf","","","","I","CANNIBIS","CONC","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,2,"EACH","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","YES","","","","","","","","","",1,,,,,"","","","","","",,,,"",,60,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",23,,,,,,,,"N","CANNIBIS/CONC","EACH","9/29/2017 12:00:00.000 AM",1,1,"Y","N","N","N","",,,,60,"N",0,"","","N","N","","",,"Y","Y","","",,"9/29/2017 11:24:43.240 PM",0,"9/29/2017 05:01:55.000 PM","MAX","","0x00000000002B84E1"
"I-0201924","Wonderleaf 1g Redheaded","WONDERLEAF 1G REDHEADED","Wonderleaf 1g Redheaded","WONDERLEAF 1G REDHEADED","Wonderleaf 1g R","","","","I","CANNIBIS","CONC","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,2,"EACH","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","YES","","","","","","","","","",1,,,,,"","","","","","",,,,"",,60,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",23,,,,,,,,"N","CANNIBIS/CONC","EACH","9/29/2017 12:00:00.000 AM",1,1,"Y","N","N","N","",,,,60,"N",0,"","","N","N","","",,"Y","Y","","",,"9/29/2017 11:24:43.077 PM",0,"9/29/2017 05:06:16.000 PM","MAX","","0x00000000002B84E2"
"I-0201925","Wonderleaf 1g Blueberry Head","WONDERLEAF 1G BLUEBERRY HEAD","Wonderleaf 1g Blueberry Head","WONDERLEAF 1G BLUEBERRY HEAD","Wonderleaf 1g B","","","","I","CANNIBIS","CONC","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,2,"EACH","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","YES","","","","","","","","","",1,,,,,"","","","","","",,,,"",,60,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",23,,,,,,,,"N","CANNIBIS/CONC","EACH","9/29/2017 12:00:00.000 AM",1,1,"Y","N","N","N","",,,,60,"N",0,"","","N","N","","",,"Y","Y","","",,"9/29/2017 11:24:43.483 PM",0,"9/29/2017 05:22:33.000 PM","MAX","","0x00000000002B84E3"
"I-0201926","Wonderleaf 500mg Durban Poison","WONDERLEAF 500MG DURBAN POISON","Wonderleaf 500mg Durban Poison","WONDERLEAF 500MG DURBAN POISON","Wonderleaf 500m","","","","I","CANNIBIS","CONC","RETAIL","","REC","","","","","","N","A","","Y","MJ",0,2,"EACH","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","YES","","","","","","","","","",0.5,,,,,"","","","","","",,,,"",,75,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",25,,,,,,,,"N","CANNIBIS/CONC","EACH","9/29/2017 12:00:00.000 AM",1,1,"Y","N","N","N","",,,,75,"N",0,"","","N","N","","",,"Y","Y","","",,"9/29/2017 11:24:43.403 PM",0,"9/29/2017 05:23:23.000 PM","MAX","","0x00000000002B84E4"
"I-0201927","4oz Boost O2","4OZ BOOST O2","4oz Boost O2","4OZ BOOST O2","4oz Boost O2","","","","I","NON THC","MISC","RETAIL","","REC","","","","","","N","A","","Y","NONMJ",0,2,"EACH","",,"",,"N","",,,,,,"",,,,,,"",,,,,,"",,,,,,"",,,,,,"0","N","N","N",,"D",,"D","N","","","","","","","","","NO","","","","","","","","","",0,,,,,"","","","","","",,,,"",,11,"","","","","N","","!","","","N","N","N","","N","","N","Y",,"",5,,,,,,,,"N","NON THC/MISC","EACH","9/30/2017 12:00:00.000 AM",1,1,"Y","N","N","N","",,,,11,"N",0,"","","N","N","","",,"Y","Y","","",,"9/30/2017 03:10:11.327 PM",0,"9/30/2017 09:03:08.000 AM","MAX","","0x00000000002B9E8B"
